"UniqueID","Probability1"
11862,0.625224043556184
11863,0.458980311920601
11864,0.412845419819626
11865,0.633984770864077
11866,0.429328375266552
11867,0.0711969954699558
11868,0.668120914329497
11869,0.359461988650618
11870,0.543326513208334
11871,0.676381444857607
11872,0.551702849088644
11873,0.361193824017111
11874,0.53593485353532
11875,0.543307870026217
11876,0.319074554957024
11877,0.359461988650618
11878,0.359461988650618
11879,0.58028415600518
11880,0.394758932623749
11881,0.295101795897133
11882,0.272225020918258
11883,0.310163892914897
11884,0.376956105420369
11885,0.668104253663063
11886,0.21559930345496
11887,0.376956105420369
11888,0.325887163205321
11889,0.309360646185244
11890,0.425650570624284
11891,0.785942932409138
11892,0.563730710865634
11893,0.359461988650618
11894,0.580375652595261
11895,0.0521820902283236
11896,0.0795407646848666
11897,0.368156947339622
11898,0.359461988650618
11899,0.668204211347376
11900,0.413100431262659
11901,0.449685483085663
11902,0.449685483085663
11903,0.285811376773419
11904,0.197161839336038
11905,0.348739314102448
11906,0.752664711885863
11907,0.278219996827024
11908,0.449685483085663
11909,0.0290846122621387
11910,0.552613257087884
11911,0.505848062169538
11912,0.301407752097712
11913,0.716066570580943
11914,0.449666889201251
11915,0.385801535771126
11916,0.0338872052132758
11917,0.185538476381861
11918,0.633984770864077
11919,0.507726130544029
11920,0.412845419819626
11921,0.450243364762452
11922,0.685360368533091
11923,0.784688837426819
11924,0.317444314592322
11925,0.784701531665577
11926,0.449685483085663
11927,0.634002206008174
11928,0.496456304701935
11929,0.301391931472897
11930,0.784701531665577
11931,0.543307870026217
11932,0.236623749430115
11933,0.487067047270493
11934,0.366410875550253
11935,0.449666889201251
11936,0.301391931472897
11937,0.716066570580943
11938,0.394740980788579
11939,0.301391931472897
11940,0.496456304701935
11941,0.342350579317871
11942,0.668104253663063
11943,0.263371126618734
11944,0.633984770864077
11945,0.784701531665577
11946,0.634002206008174
11947,0.784701531665577
11948,0.376956105420369
11949,0.676381444857607
11950,0.598465796423766
11951,0.325656116253078
11952,0.154826554375195
11953,0.785386214050317
11954,0.407374193480054
11955,0.669768231786241
11956,0.784701531665577
11957,0.543307870026217
11958,0.317444314592322
11959,0.635726541162946
11960,0.677203231053114
11961,0.692621431675545
11962,0.377150237893389
11963,0.449685483085663
11964,0.659738730119539
11965,0.325656116253078
11966,0.692605435074032
11967,0.633984770864077
11968,0.376938458970654
11969,0.651238280173431
11970,0.633984770864077
11971,0.543307870026217
11972,0.651255345544179
11973,0.784701531665577
11974,0.785942932409138
11975,0.717606956813111
11976,0.40375139850346
11977,0.684549675629781
11978,0.460846652454014
11979,0.784688837426819
11980,0.582113031188098
11981,0.651238280173431
11982,0.668104253663063
11983,0.784688837426819
11984,0.563730710865634
11985,0.784701531665577
11986,0.487085818888263
11987,0.633984770864077
11988,0.40375139850346
11989,0.784701531665577
11990,0.633984770864077
11991,0.716066570580943
11992,0.543307870026217
11993,0.784688837426819
11994,0.136165549975655
11995,0.451526965315658
11996,0.642657754432755
11997,0.0556297555552104
11998,0.571107622467074
11999,0.607459309134465
